age,workclass,fnlgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
50,Private,69345,Assoc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,55,United-States,>50K
57,Without-pay,102058,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
20,Private,165804,College,10,Never-married,Adm-clerical,Other,Others,Female,0,0,40,United-States,<=50K
46,Private,318259,Assoc,11,No spouse,Tech-support,Other,White,Female,0,0,36,United-States,<=50K
21,Private,117606,College,10,Never-married,Prof-specialty,Other,White,Female,0,0,40,United-States,<=50K
37,Private,170718,College,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,413297,College,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,190457,College,9,Never-married,Other-service,Other,White,Female,0,0,30,United-States,<=50K
54,Private,88278,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
32,Gov,217296,College,9,Married-civ-spouse,Transport-moving,Wife,White,Female,4064,0,22,United-States,<=50K
62,Private,97231,College,10,Married-civ-spouse,Prof-speciality,Wife,White,Female,0,0,1,United-States,<=50K
50,Private,123429,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
49,Federal-gov,420282,College,10,Never-married,Adm-clerical,Other,Black,Female,0,0,40,United-States,<=50K
48,Private,498325,Assoc,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
24,Private,248533,College,10,Never-married,Sales,Other,Black,Female,0,0,40,United-States,<=50K
46,Private,137354,Masters,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
42,Private,272910,College,9,No spouse,Other-service,Other,White,Female,0,0,40,United-States,<=50K
52,Self-emp-inc,206054,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
58,Gov,92141,Assoc,12,No spouse,Adm-clerical,Other,Black,Female,0,0,40,United-States,<=50K
37,Private,163199,College,10,No spouse,Tech-support,Other,Others,Female,0,0,40,United-States,<=50K
34,Private,195860,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,115717,College,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2051,40,United-States,<=50K
18,Private,120029,College,10,Never-married,Adm-clerical,Other,White,Female,0,0,20,United-States,<=50K
33,Private,221762,College,10,Never-married,Prof-specialty,Other,Black,Male,0,0,40,United-States,<=50K
41,Private,342164,College,10,No spouse,Sales,Other,White,Female,0,0,15,United-States,<=50K
21,Private,176356,Assoc,12,Never-married,Adm-clerical,Other,White,Female,0,0,20,United-States,<=50K
23,Private,133239,Assoc,11,Never-married,Tech-support,Other,White,Female,0,0,40,United-States,<=50K
26,Federal-gov,169101,College,10,Never-married,Tech-support,Other,White,Female,0,0,40,United-States,<=50K
33,Private,159442,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
24,Private,174461,College,10,Never-married,Exec-managerial,Other,White,Female,0,0,45,United-States,<=50K
43,Private,361280,School,6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,42,China,<=50K
52,Gov,447579,College,9,No spouse,Adm-clerical,Other,White,Female,0,0,40,England,<=50K
27,Private,308995,College,10,No spouse,Prof-speciality,Other,Black,Female,0,0,40,United-States,<=50K
61,Private,248448,School,4,No spouse,Other-service,Other,White,Female,0,0,40,United-States,<=50K
35,Private,161141,College,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,212465,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
45,Self-emp-inc,170871,College,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K
43,Gov,233865,College,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
51,Private,163052,College,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
35,Private,348690,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
47,Federal-gov,34845,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Germany,>50K
22,Private,206861,College,10,Never-married,Adm-clerical,Other,White,Male,0,0,40,United-States,<=50K
49,Self-emp-inc,349230,Assoc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
20,Private,130840,College,9,Never-married,Craft-repair,Other,White,Male,0,0,20,United-States,<=50K
19,Private,415354,School,6,No spouse,Other-service,Other,White,Female,0,0,40,United-States,<=50K
27,Private,132191,College,9,Never-married,Craft-repair,Other,White,Male,0,0,40,United-States,<=50K
42,Private,202466,Assoc,12,No spouse,Prof-specialty,Other,White,Female,0,0,45,United-States,<=50K
27,Private,224421,College,10,No spouse,Prof-speciality,Other,White,Male,0,0,40,United-States,<=50K
23,Without-pay,236804,College,10,Never-married,Farming-fishing,Other,White,Male,0,0,35,United-States,<=50K
20,Private,107658,College,10,Never-married,Tech-support,Other,White,Female,0,0,10,United-States,<=50K
47,Private,102771,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
17,Private,221403,School,8,Never-married,Other-service,Other,Black,Male,0,0,18,United-States,<=50K
76,Private,211574,School,6,Married-civ-spouse,Prof-speciality,Husband,White,Male,0,0,1,United-States,<=50K
39,Private,52645,College,10,No spouse,Sales,Other,White,Female,0,0,40,United-States,<=50K
25,Private,276310,School,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
31,Private,134613,Assoc,11,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,43,United-States,<=50K
44,Private,215479,College,9,No spouse,Transport-moving,Other,Black,Male,0,0,20,Haiti,<=50K
53,Private,266529,Assoc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
34,Private,265807,College,10,No spouse,Craft-repair,Other,White,Male,0,0,45,United-States,<=50K
45,Without-pay,67716,College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
34,Private,178951,College,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
35,Private,241126,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
36,Private,176544,College,10,Never-married,Other-service,Other,White,Male,0,0,48,United-States,<=50K
45,Private,169180,College,10,No spouse,Other-service,Other,White,Female,0,0,45,United-States,<=50K
37,Without-pay,282461,College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
53,Private,157069,Assoc,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
35,Private,99357,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,United-States,>50K
38,Without-pay,414991,College,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,United-States,<=50K
65,Self-emp-inc,338316,College,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
49,Without-pay,59612,School,6,No spouse,Farming-fishing,Other,White,Male,0,0,70,United-States,<=50K
24,Private,220426,College,9,Never-married,Handlers-cleaners,Other,White,Male,0,0,40,United-States,<=50K
54,Private,115912,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,27032,School,6,Never-married,Sales,Other,White,Female,0,0,12,United-States,<=50K
19,Private,170720,School,8,Never-married,Other-service,Other,White,Male,0,0,16,United-States,<=50K
60,Private,183162,College,9,No spouse,Machine-op-inspct,Other,White,Female,0,0,40,United-States,<=50K
46,Private,192360,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
78,Private,165694,Masters,14,No spouse,Prof-speciality,Other,White,Female,0,0,15,United-States,<=50K
26,Private,128553,College,10,Never-married,Exec-managerial,Other,Black,Female,0,0,40,United-States,<=50K
58,Private,209423,School,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,38,Cuba,<=50K
37,Without-pay,121510,College,9,No spouse,Exec-managerial,Other,White,Male,0,0,55,United-States,<=50K
41,Private,93793,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
30,Private,133602,Bachelors,13,No spouse,Exec-managerial,Other,White,Male,0,0,40,United-States,<=50K
19,Private,391329,College,10,Never-married,Adm-clerical,Other,White,Female,0,0,30,United-States,<=50K
48,Private,96359,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Greece,>50K
22,Private,203894,College,10,Never-married,Transport-moving,Other,White,Female,0,0,24,United-States,<=50K
50,Private,196193,Masters,14,No spouse,Prof-specialty,Other,White,Male,0,0,60,United-States,<=50K
25,Private,195994,School,2,Never-married,Priv-house-serv,Other,White,Female,0,0,40,Guatemala,<=50K
18,Private,50879,School,6,Never-married,Other-service,Other,White,Male,0,0,6,United-States,<=50K
21,Private,186849,College,9,Never-married,Handlers-cleaners,Other,White,Male,0,0,40,United-States,<=50K
47,Private,201127,College,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
33,Private,110998,College,9,Never-married,Other-service,Other,Others,Female,0,0,36,United-States,<=50K
39,Private,190466,College,9,No spouse,Craft-repair,Other,White,Male,2174,0,40,United-States,<=50K
67,Without-pay,173935,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,8,United-States,>50K
19,Private,167140,College,10,Never-married,Other-service,Other,White,Male,0,1602,24,United-States,<=50K
18,Private,110230,School,6,Never-married,Other-service,Other,White,Male,0,0,11,United-States,<=50K
36,Private,287658,College,9,Never-married,Adm-clerical,Other,Black,Male,0,0,40,United-States,<=50K
23,Private,224954,College,10,Never-married,Machine-op-inspct,Other,White,Male,0,0,25,United-States,<=50K
25,Private,394820,College,10,No spouse,Prof-speciality,Other,White,Female,0,0,20,United-States,<=50K
40,Private,37618,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
73,Without-pay,29306,College,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,37314,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,<=50K
31,Private,420749,Assoc,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
20,Private,482732,School,6,Never-married,Machine-op-inspct,Other,White,Male,0,0,40,United-States,<=50K
20,Private,206215,College,9,Never-married,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
27,Private,101364,College,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
66,Self-emp-inc,185369,School,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
66,Private,216856,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
64,Private,256019,Masters,14,Never-married,Prof-specialty,Other,White,Female,0,0,35,United-States,<=50K
48,Private,348144,College,10,No spouse,Transport-moving,Other,White,Male,3325,0,53,United-States,<=50K
24,Private,190293,Bachelors,13,Never-married,Prof-specialty,Other,White,Female,0,0,40,United-States,<=50K
51,Without-pay,25932,College,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
25,Private,176729,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
33,Private,166961,School,7,No spouse,Sales,Other,White,Female,0,0,20,United-States,<=50K
50,Private,86373,College,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
51,Private,320513,School,4,No spouse,Craft-repair,Other,Black,Male,0,0,50,Dominican-Republic,<=50K
34,Gov,190290,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
41,Gov,111891,School,4,Never-married,Other-service,Other,Black,Female,0,0,40,United-States,<=50K
30,Without-pay,45796,College,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,108496,College,10,No spouse,Craft-repair,Other,White,Male,2907,0,40,United-States,<=50K
41,Without-pay,120539,College,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States,>50K
36,Without-pay,164526,Masters,14,Never-married,Sales,Other,White,Male,10520,0,45,United-States,>50K
37,Private,323155,School,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,85,Mexico,<=50K
28,Private,65389,College,9,Never-married,Other-service,Other,Others,Male,0,0,30,United-States,<=50K
19,Private,414871,College,9,Never-married,Craft-repair,Other,White,Male,0,0,40,United-States,<=50K
28,Private,161607,College,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
62,Private,224953,School,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
36,Private,261382,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,>50K
58,Without-pay,231818,School,6,Never-married,Craft-repair,Other,White,Male,0,0,40,Greece,<=50K
42,Self-emp-inc,184018,College,9,No spouse,Sales,Other,White,Male,1151,0,50,United-States,<=50K
43,Self-emp-inc,133060,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,35032,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Gov,304212,College,9,Never-married,Exec-managerial,Other,White,Male,0,0,50,United-States,<=50K
64,Gov,50442,School,5,Never-married,Adm-clerical,Other,White,Male,0,0,40,United-States,<=50K
39,Private,146091,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,>50K
26,Private,267431,Bachelors,13,Never-married,Sales,Other,Black,Female,0,0,20,United-States,<=50K
19,Private,121240,College,9,Never-married,Other-service,Other,White,Male,0,0,30,United-States,<=50K
21,Private,192572,College,9,Never-married,Adm-clerical,Other,White,Female,0,0,45,United-States,<=50K
32,Private,211028,College,10,Never-married,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
30,Gov,346122,Assoc,12,Married-civ-spouse,Protective-serv,Husband,White,Male,5013,0,45,United-States,<=50K
26,Private,202203,Bachelors,13,Never-married,Adm-clerical,Other,White,Female,0,0,50,United-States,<=50K
20,Private,159297,College,10,Never-married,Adm-clerical,Other,Asian-Pac-Islander,Female,0,0,15,United-States,<=50K
19,Private,310158,College,10,Never-married,Transport-moving,Other,White,Male,0,0,30,United-States,<=50K
33,Federal-gov,193246,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,>50K
23,Private,200089,College,10,Married-civ-spouse,Craft-repair,Other,White,Male,0,0,40,El-Salvador,<=50K
29,Private,38353,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
42,Private,76280,College,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
30,Without-pay,243665,College,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
63,Private,68872,College,9,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K
34,Private,103596,College,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
60,Without-pay,88055,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States,<=50K
48,Private,186203,College,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
25,Private,257910,Bachelors,13,Never-married,Exec-managerial,Other,White,Male,0,0,50,United-States,<=50K
27,Private,200227,Assoc,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
55,Without-pay,124975,College,9,No spouse,Craft-repair,Other,White,Male,27828,0,55,United-States,>50K
32,Private,227669,College,10,Never-married,Machine-op-inspct,Other,Black,Female,0,0,40,United-States,<=50K
22,Private,117210,College,10,Never-married,Adm-clerical,Other,White,Male,0,0,25,Greece,<=50K
25,Private,76144,College,9,Never-married,Exec-managerial,Other,White,Male,0,0,50,United-States,<=50K
18,Private,98667,School,7,Never-married,Other-service,Other,White,Female,0,0,16,United-States,<=50K
24,Gov,155818,College,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,44,United-States,<=50K
29,Private,283760,Bachelors,13,Never-married,Exec-managerial,Other,White,Female,0,0,40,United-States,<=50K
73,Private,281907,School,7,Married-civ-spouse,Prof-speciality,Husband,White,Male,0,0,3,United-States,<=50K
39,Private,186183,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
33,Self-emp-inc,202153,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
57,Private,365683,College,9,No spouse,Machine-op-inspct,Other,White,Female,0,0,40,United-States,>50K
22,Private,187538,School,6,No spouse,Other-service,Other,White,Female,0,0,40,United-States,<=50K
33,Private,209432,College,9,No spouse,Prof-speciality,Other,White,Female,0,0,20,United-States,<=50K
33,Private,126950,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
42,Private,110028,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,104660,Bachelors,13,No spouse,Prof-specialty,Other,White,Male,0,0,45,United-States,<=50K
57,Without-pay,437281,College,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,>50K
42,Private,259643,Masters,14,No spouse,Prof-specialty,Other,White,Male,4650,0,40,United-States,<=50K
22,Private,217961,College,10,Never-married,Transport-moving,Other,White,Male,0,1719,30,United-States,<=50K
21,Private,134746,College,10,Never-married,Prof-speciality,Other,White,Female,0,0,35,United-States,<=50K
42,Without-pay,120539,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
39,Private,25803,College,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
41,Private,63596,College,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United-States,>50K
20,Gov,325493,College,9,Never-married,Handlers-cleaners,Other,Black,Male,0,0,40,United-States,<=50K
47,Private,211239,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,206686,College,10,No spouse,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
29,Private,427965,Bachelors,13,Never-married,Adm-clerical,Other,Black,Female,0,0,40,United-States,<=50K
52,Private,218550,College,10,No spouse,Adm-clerical,Other,White,Female,14084,0,16,United-States,>50K
71,Private,163385,College,10,No spouse,Sales,Other,White,Male,0,0,35,United-States,>50K
52,Private,124993,College,9,Never-married,Craft-repair,Other,White,Male,0,0,55,United-States,<=50K
36,Private,107410,College,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,152373,College,10,No spouse,Craft-repair,Other,White,Male,0,0,48,United-States,>50K
37,Private,161226,College,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,>50K
26,Private,213799,School,6,Never-married,Handlers-cleaners,Other,White,Male,0,0,40,United-States,<=50K
34,Private,204461,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
35,Private,377798,Bachelors,13,Never-married,Prof-specialty,Other,White,Male,0,0,50,United-States,>50K
20,Private,116375,School,5,Never-married,Sales,Other,White,Female,0,0,40,United-States,<=50K
34,Gov,210164,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
56,Without-pay,258752,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
39,Private,327435,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States,>50K
24,Private,301199,College,10,Never-married,Tech-support,Other,White,Female,0,0,20,United-States,<=50K
24,Private,186221,School,7,No spouse,Sales,Other,White,Female,0,0,35,United-States,<=50K
23,Private,203924,Bachelors,13,Never-married,Prof-specialty,Other,White,Male,0,0,50,United-States,<=50K
27,Private,192236,Bachelors,13,Never-married,Prof-specialty,Other,White,Male,0,0,45,United-States,<=50K
25,Private,152035,College,9,Never-married,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
29,Private,201454,College,10,Never-married,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
42,Private,156580,College,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,37,United-States,>50K
51,Private,115851,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,106753,Assoc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
59,Private,359292,School,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
29,Private,83003,College,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
18,Private,78817,College,9,Never-married,Adm-clerical,Other,White,Female,0,0,20,United-States,<=50K
24,Private,200967,College,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,36,United-States,<=50K
38,Gov,107164,College,10,No spouse,Exec-managerial,Other,White,Male,0,0,40,United-States,<=50K
36,Private,189674,College,9,Never-married,Priv-house-serv,Other,Black,Female,0,0,28,United-States,<=50K
34,Without-pay,90614,College,9,No spouse,Exec-managerial,Other,White,Male,0,0,50,United-States,<=50K
42,Without-pay,323790,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,70,United-States,>50K
45,Without-pay,242552,School,8,No spouse,Craft-repair,Other,Black,Male,0,0,35,United-States,<=50K
21,Private,90935,Assoc,11,Never-married,Transport-moving,Other,White,Male,0,0,40,United-States,<=50K
64,Self-emp-inc,165667,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,60,Canada,>50K
32,Private,162604,College,9,Never-married,Machine-op-inspct,Other,Black,Male,0,0,40,United-States,<=50K
45,Private,205424,Bachelors,13,Never-married,Prof-specialty,Other,White,Male,0,0,40,United-States,>50K
53,Private,97411,School,3,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Laos,<=50K
42,Private,184857,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,16,United-States,<=50K
32,Private,165226,College,9,No spouse,Other-service,Other,White,Female,0,0,40,United-States,<=50K
49,Private,115784,College,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
62,Private,368476,School,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,24,Mexico,<=50K
28,Private,53063,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
29,Private,134566,Doctorate,16,Married-civ-spouse,Prof-speciality,Husband,White,Male,0,0,50,United-States,>50K
32,Private,153471,College,9,Never-married,Farming-fishing,Other,White,Male,0,0,35,United-States,<=50K
37,Self-emp-inc,107164,School,6,Never-married,Transport-moving,Other,White,Male,0,2559,50,United-States,>50K
38,Private,180303,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Japan,>50K
44,Gov,236321,College,9,No spouse,Transport-moving,Other,White,Male,0,0,25,United-States,<=50K
19,Private,141868,College,9,Never-married,Transport-moving,Other,White,Male,0,0,40,United-States,<=50K
22,Private,367655,College,10,Never-married,Prof-speciality,Other,White,Male,0,0,40,United-States,<=50K
24,Private,203518,Bachelors,13,Never-married,Prof-specialty,Other,White,Female,0,0,40,United-States,<=50K
58,Private,119558,College,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
56,Private,108276,Bachelors,13,No spouse,Other-service,Other,White,Female,0,0,40,United-States,<=50K
37,Private,385452,School,6,No spouse,Craft-repair,Other,White,Female,0,0,40,United-States,<=50K
43,Private,162003,College,10,No spouse,Machine-op-inspct,Other,White,Male,0,0,40,United-States,<=50K
32,Private,349028,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,45114,Bachelors,13,Never-married,Sales,Other,Black,Female,0,0,40,United-States,<=50K
44,Private,112797,School,5,No spouse,Other-service,Other,White,Female,0,0,50,United-States,<=50K
28,Private,183639,College,9,Never-married,Handlers-cleaners,Other,White,Male,0,0,40,United-States,<=50K
35,Private,177121,College,9,No spouse,Other-service,Other,White,Female,0,0,35,United-States,<=50K
38,Private,239755,College,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,150361,College,10,Never-married,Tech-support,Other,White,Female,0,0,40,United-States,<=50K
20,Private,293091,School,7,Never-married,Transport-moving,Other,White,Male,0,0,60,United-States,<=50K
24,Private,200089,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Mexico,>50K
40,Private,91836,College,9,No spouse,Craft-repair,Other,White,Male,0,0,45,United-States,<=50K
23,Private,324960,College,9,Never-married,Craft-repair,Other,White,Male,0,0,40,United-States,<=50K
79,Gov,84616,School,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,7,United-States,<=50K
44,Private,252930,School,6,No spouse,Adm-clerical,Other,Others,Female,0,0,42,United-States,<=50K
51,Private,44000,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,50,United-States,>50K
30,Private,154843,College,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,99307,Assoc,12,Married-civ-spouse,Sales,Husband,White,Male,3103,0,48,United-States,>50K
41,Private,182567,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
33,Private,93206,School,3,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
50,Private,100109,Bachelors,13,No spouse,Exec-managerial,Other,White,Male,0,0,45,United-States,>50K
51,Private,114927,Assoc,11,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,40,United-States,>50K
41,Private,121287,College,9,Never-married,Machine-op-inspct,Other,White,Male,0,0,40,United-States,<=50K
35,Private,189916,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,>50K
34,Private,157747,College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
28,Private,39232,Bachelors,13,Never-married,Prof-specialty,Other,White,Male,0,0,45,United-States,<=50K
31,Self-emp-inc,133861,Assoc,11,No spouse,Sales,Other,White,Male,0,0,40,United-States,<=50K
22,Private,505980,College,9,Never-married,Handlers-cleaners,Other,White,Male,0,0,40,United-States,<=50K
67,Private,183374,College,9,No spouse,Prof-speciality,Other,White,Female,2329,0,15,United-States,<=50K
65,Private,193216,College,9,Married-civ-spouse,Sales,Husband,White,Male,9386,0,40,United-States,>50K
39,Without-pay,140752,College,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
23,Private,549349,College,10,Never-married,Tech-support,Other,White,Male,0,0,40,United-States,<=50K
29,Without-pay,179008,Assoc,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
57,Without-pay,190554,School,6,No spouse,Exec-managerial,Other,White,Male,0,0,60,United-States,>50K
47,Private,80924,College,10,No spouse,Other-service,Other,White,Female,0,0,35,United-States,<=50K
51,Gov,319054,College,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,60,United-States,<=50K
34,Private,297094,College,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
